ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,Quarter_Q1,Quarter_Q2,Quarter_Q3,Quarter_Q4,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,1,1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.5909025573961064,-0.45768299649364935,1.171472500128347,2,2,1,2,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,4,1,9,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.6229539787319183,0.5735349511628588,1.9946097379805605,3,2,2,4,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.48863638737375986,-0.2964301238717338,-0.045195817431046136,0.14255095281308014,3,3,1,4,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.2862695940404534,-0.5437573552885533,-0.13203521703653345,-0.3809354383438791,2,2,1,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,2,4,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.7134883799663226,-0.6243475187901789,3.667188794132383,3.229315594758881,1,2,1,5,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.6050121504842307,-0.45768299649364935,1.171472500128347,2,2,2,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6460327821885538,-0.23868530771478053,-0.45768299649364935,-0.42907213360171953,2,4,1,2,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6460327821885538,-0.41792939768613774,-0.45768299649364935,0.485524808777646,1,1,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.3537251918182222,-0.41126653428341237,-0.07097626612245886,-0.3547611352487759,1,1,4,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5560919851515287,-0.47776452393022056,-0.45768299649364935,-0.29841541578842107,1,1,1,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.578577184410785,-0.5731349216555054,-0.45768299649364935,0.485524808777646,2,5,1,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.5888122473089769,-0.45768299649364935,1.171472500128347,3,2,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.19632879700342828,0.24746078432326832,-0.2858133454256843,-0.5506821410239723,1,1,9,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,1,1,4,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.42118078959599103,-0.44930146822638756,-0.45768299649364935,-0.7280749655064747,1,1,1,4,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.6076250380931426,-0.45768299649364935,1.171472500128347,2,2,1,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.26378439478119714,0.9335431700709266,-0.45768299649364935,-0.6805862850391334,2,4,4,4,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5336067858922724,-0.5531898795567253,-0.45768299649364935,-0.7148836768091194,2,2,5,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.6243475187901789,3.667188794132383,3.229315594758881,3,3,1,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6460327821885538,-0.5694768790030287,-0.45768299649364935,-0.20042290315148586,3,2,1,5,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.66851798144781,-0.6165088559634432,-0.45768299649364935,1.171472500128347,2,4,1,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
